State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
NY,1959,1634.0,0,823.0,Frame,8,540255.0,1000,Suburban,22,True,False,22.95,44.83,120,364989.0,0.772,12.27,42.73,0.33,59,21.8,Poor,1,High,67,175266.0,False,Elevated,2346.02,0,0.0
OK,1954,2170.0,0,763.0,Fire Resistive,6,581057.0,2000,Suburban,30,True,True,11.93,0.35,120,529286.0,0.353,12.65,70.68,8.42,77,3.14,Poor,1,Low,72,51771.0,False,Moderate,1502.86,0,0.0
CO,1954,2548.0,0,850.0,Frame,7,467477.0,1000,Urban,30,False,True,24.12,25.58,120,512948.0,0.437,18.96,44.73,1.4,61,10.14,Adequate,1,Low,72,0.0,False,Elevated,2780.9,0,0.0
OK,1995,1481.0,0,665.0,Frame,7,168035.0,500,Urban,10,False,True,15.82,0.14,120,317422.0,0.777,13.07,62.01,4.62,64,0.15,Poor,4,Moderate,31,0.0,False,Low,488.87,0,0.0
CA,2007,3599.0,0,700.0,Frame,8,719673.0,1000,Suburban,4,True,False,32.47,27.6,120,627842.0,1.554,28.23,34.43,6.18,41,4.22,Adequate,0,Low,19,91831.0,True,High,3538.39,0,0.0
NY,1976,3396.0,0,706.0,Frame,8,874147.0,5000,Suburban,10,False,True,4.99,0.01,120,617682.0,0.765,18.77,52.12,5.26,35,8.37,Adequate,1,Low,50,256465.0,False,Elevated,3434.58,0,0.0
CA,1963,2585.0,0,700.0,Fire Resistive,5,784134.0,2000,Rural,21,True,False,25.77,13.53,120,553754.0,0.161,43.55,62.26,0.22,55,11.44,Poor,0,Low,63,230380.0,True,Elevated,2476.65,0,0.0
NY,2008,2048.0,2,803.0,Frame,4,335029.0,2000,Urban,21,False,False,24.92,20.23,3,303869.0,0.534,13.82,50.26,0.16,95,0.34,Adequate,2,Low,18,31160.0,False,Low,942.62,0,0.0
FL,1969,2780.0,0,792.0,Fire Resistive,8,504645.0,1000,Rural,24,False,False,16.97,19.69,120,456974.0,0.224,21.1,89.05,16.94,47,6.4,Adequate,1,Low,57,47671.0,False,Moderate,1241.46,0,0.0
CA,1961,800.0,0,700.0,Masonry,2,106574.0,2000,Suburban,20,False,True,37.44,10.85,120,133386.0,0.216,66.73,45.57,3.25,52,3.15,Excellent,0,Low,65,0.0,True,Low,365.05,0,0.0
CA,1979,3174.0,0,700.0,Frame,5,633385.0,2000,Suburban,24,True,False,8.38,21.0,120,612493.0,1.435,9.16,70.18,2.82,69,3.31,Adequate,0,Moderate,47,20892.0,True,Low,994.48,0,0.0
CO,2018,2415.0,2,633.0,Frame,6,472784.0,1000,Suburban,6,True,False,18.47,4.2,13,482086.0,0.3,19.16,51.35,5.09,95,4.21,Adequate,1,Low,8,0.0,False,Moderate,1750.63,0,0.0
TX,2012,3066.0,0,850.0,Fire Resistive,10,588022.0,1000,Urban,9,False,False,12.43,18.41,120,455027.0,0.806,48.27,42.34,0.86,70,9.63,Poor,3,Low,14,132995.0,False,Moderate,1432.88,0,0.0
Other,1950,1509.0,0,678.0,Frame,3,341272.0,2000,Suburban,28,True,True,7.16,4.12,120,336479.0,1.068,30.53,45.25,4.97,33,3.08,Adequate,2,Low,76,4793.0,False,Moderate,1101.52,0,0.0
CO,2019,3659.0,0,580.0,Frame,10,549548.0,1000,Rural,6,False,False,18.84,10.39,120,559967.0,1.918,11.74,55.45,2.59,67,3.62,Adequate,2,High,7,0.0,False,Moderate,1585.8,0,0.0
FL,1994,2417.0,0,577.0,Frame,5,295945.0,1000,Rural,8,False,True,7.36,1.7,120,419932.0,0.284,10.77,60.01,8.93,42,7.62,Adequate,2,Low,32,0.0,False,Low,924.14,0,0.0
OK,1993,2889.0,0,850.0,Frame,6,789001.0,1000,Urban,8,True,False,20.48,1.49,120,654968.0,0.382,23.54,72.38,1.29,66,2.03,Adequate,3,High,33,134033.0,False,Elevated,2625.54,0,0.0
CA,2001,2199.0,1,700.0,Frame,8,380947.0,1000,Suburban,14,True,False,26.13,0.62,13,358634.0,1.248,3.15,59.08,4.63,75,6.0,Adequate,2,Low,25,22313.0,True,Moderate,1811.8,0,0.0
Other,1975,1935.0,0,703.0,Masonry,10,352660.0,1000,Rural,25,False,False,16.4,18.89,120,308764.0,1.439,42.01,48.73,1.8,71,15.52,Adequate,0,Low,51,43896.0,False,Moderate,1753.22,0,0.0
NY,1967,2978.0,0,666.0,Frame,2,753412.0,500,Urban,26,True,False,16.1,0.22,120,517878.0,0.848,16.22,21.64,3.09,60,1.94,Poor,2,High,59,235534.0,False,Moderate,1891.18,0,0.0
MA,1980,2637.0,0,700.0,Frame,5,611155.0,500,Urban,13,False,False,3.7,0.17,120,505542.0,1.886,38.73,14.41,0.89,49,0.84,Adequate,2,Low,46,105613.0,True,Elevated,3006.44,0,0.0
CA,1996,813.0,0,700.0,Frame,1,173394.0,1000,Rural,10,False,False,13.86,10.34,120,121541.0,0.501,35.45,17.64,0.93,64,2.76,Adequate,0,Moderate,30,51853.0,True,Low,448.28,0,0.0
NY,1985,2593.0,0,696.0,Masonry,8,520417.0,2000,Suburban,26,False,False,16.5,0.01,120,390387.0,1.491,21.81,75.36,0.55,81,0.19,Adequate,2,Moderate,41,130030.0,False,Moderate,1997.51,0,0.0
NY,1995,2316.0,0,743.0,Frame,2,587235.0,2000,Urban,22,False,False,25.45,0.39,120,431245.0,0.396,44.08,62.19,7.49,94,0.0,Excellent,1,Low,31,155990.0,False,Elevated,2178.15,0,0.0
Other,1982,2532.0,1,686.0,Frame,4,532382.0,5000,Rural,18,True,True,27.67,4.88,26,424723.0,0.608,30.37,62.88,11.18,60,1.38,Adequate,0,Moderate,44,107659.0,False,Elevated,2074.05,0,0.0
CO,1990,2407.0,0,796.0,Frame,8,473965.0,5000,Rural,13,True,False,22.31,8.25,120,488143.0,1.18,12.43,37.16,3.13,65,1.59,Adequate,3,Low,36,0.0,False,Low,916.18,0,0.0
NY,1950,2325.0,1,617.0,Frame,3,513245.0,1000,Suburban,29,True,False,25.37,14.5,13,330177.0,0.252,28.2,55.72,7.06,31,3.63,Adequate,1,Low,76,183068.0,False,High,3855.2,0,0.0
TX,2015,2299.0,0,619.0,Masonry,2,448572.0,1000,Urban,17,True,False,14.47,0.7,120,410577.0,0.375,32.45,69.5,6.18,98,4.69,Adequate,3,Low,11,37995.0,False,Moderate,1686.41,0,0.0
FL,1953,2174.0,1,594.0,Frame,6,435480.0,1000,Rural,23,False,False,3.92,13.84,19,429495.0,1.266,57.63,54.33,5.67,33,3.07,Poor,1,High,73,5985.0,False,Elevated,2455.22,0,0.0
CO,2018,1718.0,0,599.0,Frame,9,370990.0,500,Suburban,1,False,False,15.5,2.14,120,372861.0,1.708,12.65,55.81,0.35,78,0.84,Excellent,2,Low,8,0.0,False,Moderate,1109.67,0,0.0
NY,1994,1800.0,0,812.0,Masonry,6,406016.0,2000,Urban,5,True,False,8.3,2.11,120,373922.0,1.647,18.81,45.24,3.31,56,6.81,Adequate,0,Low,32,32094.0,False,Moderate,1228.45,0,0.0
CA,1994,2136.0,1,700.0,Frame,7,407840.0,2000,Urban,8,False,True,26.98,59.56,31,415886.0,1.91,43.97,12.56,4.79,59,17.71,Excellent,0,Low,32,0.0,True,High,3591.81,0,0.0
WA,1997,2727.0,1,707.0,Frame,3,770934.0,1000,Urban,17,True,False,13.88,9.45,30,490082.0,0.218,11.62,47.29,8.11,84,2.43,Adequate,0,Moderate,29,280852.0,False,Elevated,3062.19,0,0.0
GA,2014,3649.0,0,605.0,Frame,8,677478.0,1000,Rural,10,True,False,0.0,3.72,120,581947.0,0.718,16.91,75.28,7.13,68,14.9,Adequate,2,Moderate,12,95531.0,False,Elevated,2469.3,0,0.0
CA,1965,1809.0,0,700.0,Frame,5,431227.0,1000,Urban,19,False,True,11.4,2.3,120,350226.0,2.14,22.18,38.52,3.82,49,3.85,Poor,0,Low,61,81001.0,True,Elevated,2076.96,0,0.0
CO,1998,2956.0,1,706.0,Frame,9,579603.0,500,Suburban,28,False,True,17.66,2.66,20,440698.0,1.093,39.17,55.77,2.27,95,1.54,Adequate,7,Low,28,138905.0,False,High,3515.72,0,0.0
CA,1996,2735.0,1,700.0,Frame,8,706496.0,2000,Urban,7,False,True,25.87,19.11,17,523498.0,0.698,41.98,72.79,7.46,59,5.12,Poor,0,Low,30,182998.0,True,High,3958.33,0,0.0
LA,1983,1677.0,1,731.0,Frame,6,383250.0,1000,Rural,7,False,False,25.48,1.37,25,341834.0,1.059,21.76,57.43,2.94,49,10.39,Adequate,0,Low,43,41416.0,False,Elevated,2709.31,0,0.0
TX,1971,2337.0,1,689.0,Masonry,10,485317.0,500,Rural,24,False,False,13.69,1.87,31,448042.0,2.357,33.8,44.67,5.35,68,30.9,Excellent,3,Low,55,37275.0,False,Elevated,2566.73,0,0.0
OK,1956,2926.0,0,850.0,Frame,2,743262.0,5000,Suburban,27,True,False,22.54,17.48,120,551997.0,0.399,15.16,23.66,1.25,43,12.56,Poor,3,Low,70,191265.0,False,Moderate,1750.01,0,0.0
LA,1986,1233.0,3,776.0,Frame,8,210881.0,2000,Rural,10,True,True,30.23,25.55,3,256018.0,0.823,54.54,42.07,11.55,56,0.48,Poor,0,Low,40,0.0,False,Moderate,1974.27,0,0.0
MA,1999,2767.0,0,700.0,Masonry,6,738864.0,1000,Urban,16,False,False,29.79,2.41,120,415274.0,0.128,18.37,49.99,0.62,77,15.56,Excellent,0,Low,27,323590.0,True,Elevated,2710.98,1,52807.39
CA,2016,2077.0,1,700.0,Frame,1,344379.0,1000,Suburban,2,False,False,26.42,11.72,33,433859.0,0.096,53.76,69.97,3.07,74,0.31,Adequate,0,Low,10,0.0,True,Low,765.87,0,0.0
GA,1974,2253.0,0,809.0,Frame,10,651946.0,1000,Suburban,16,False,False,8.74,5.1,120,455732.0,0.966,28.95,78.52,9.59,60,15.09,Adequate,2,Low,52,196214.0,False,High,4700.83,1,28937.86
TX,2006,1549.0,0,661.0,Frame,9,337115.0,1000,Rural,7,True,True,20.7,8.67,120,296012.0,0.897,28.09,62.27,4.29,81,9.96,Adequate,1,Low,20,41103.0,False,Low,723.57,0,0.0
CA,2017,1697.0,0,700.0,Frame,4,411670.0,500,Suburban,18,False,False,12.83,29.29,120,217602.0,1.895,41.37,29.1,10.18,99,23.91,Poor,0,Low,9,194068.0,True,Low,593.07,0,0.0
CO,1970,1539.0,0,704.0,Frame,6,230327.0,500,Suburban,19,True,False,32.58,10.99,120,261264.0,1.515,9.85,76.78,12.26,46,3.35,Excellent,2,High,56,0.0,False,Moderate,1286.75,0,0.0
FL,1987,2156.0,0,801.0,Frame,4,371609.0,2000,Suburban,9,False,False,0.66,0.0,120,395696.0,0.564,12.65,53.14,7.32,48,2.98,Adequate,1,Low,39,0.0,False,Low,583.57,0,0.0
WA,2019,2699.0,0,662.0,Frame,5,667329.0,1000,Urban,11,True,True,27.71,43.97,120,341298.0,0.328,44.34,50.84,0.29,96,13.63,Adequate,0,Moderate,7,326031.0,False,Elevated,2504.59,0,0.0
WA,2007,2700.0,0,660.0,Masonry,8,528525.0,1000,Rural,6,True,False,5.2,26.85,120,464862.0,0.591,43.75,41.58,0.2,59,4.41,Excellent,1,High,19,63663.0,False,Moderate,1121.37,0,0.0
FL,1994,2550.0,0,677.0,Frame,3,713856.0,2000,Suburban,8,False,False,16.01,9.62,120,572825.0,0.581,19.64,55.95,1.65,71,8.8,Adequate,0,Moderate,32,141031.0,False,Elevated,3018.91,0,0.0
Other,1959,2215.0,0,558.0,Frame,5,410844.0,1000,Urban,30,False,False,16.55,7.35,120,388200.0,0.568,6.64,76.54,2.8,84,3.46,Adequate,2,Low,67,22644.0,False,Moderate,1630.17,0,0.0
FL,1989,2217.0,0,701.0,Frame,6,372093.0,1000,Urban,27,False,False,8.24,0.72,120,273953.0,0.53,9.27,62.75,7.03,86,1.98,Poor,1,Moderate,37,98140.0,False,Moderate,1008.2,0,0.0
CO,1953,2768.0,0,821.0,Frame,2,489724.0,2000,Suburban,29,True,False,27.76,15.84,120,489573.0,0.446,32.07,28.78,2.46,36,6.86,Adequate,1,Low,73,151.0,False,Moderate,1603.84,0,0.0
TX,1965,1852.0,1,692.0,Masonry,8,363275.0,1000,Rural,11,False,False,5.74,10.44,14,413951.0,1.017,57.31,74.53,2.81,36,0.58,Adequate,2,Low,61,0.0,False,Moderate,1907.06,0,0.0
Other,2000,3535.0,0,675.0,Masonry,4,829611.0,1000,Urban,5,False,True,12.38,8.07,120,593557.0,1.869,67.72,73.48,4.88,39,2.45,Poor,0,Low,26,236054.0,False,Elevated,3417.51,0,0.0
TX,1992,2778.0,2,730.0,Frame,4,556404.0,2000,Urban,26,False,False,7.22,31.42,9,495485.0,0.649,36.95,37.0,3.96,92,3.14,Adequate,2,Low,34,60919.0,False,Elevated,2848.71,0,0.0
CA,1992,2880.0,0,700.0,Frame,8,699934.0,500,Suburban,23,True,True,9.99,13.28,120,580479.0,1.325,19.36,30.31,10.68,91,3.64,Excellent,0,Low,34,119455.0,True,Elevated,2792.21,0,0.0
NY,1990,1518.0,2,539.0,Frame,8,349629.0,500,Suburban,11,True,False,13.04,8.56,28,282989.0,0.671,9.53,58.39,1.01,68,16.01,Poor,1,Low,36,66640.0,False,High,3565.98,0,0.0
Other,2021,2936.0,1,778.0,Fire Resistive,10,643668.0,1000,Urban,9,False,False,9.0,1.48,21,541576.0,0.637,33.07,24.05,0.19,99,7.52,Poor,2,Low,5,102092.0,False,Elevated,2235.55,0,0.0
GA,1989,3157.0,0,718.0,Fire Resistive,7,727769.0,2000,Urban,10,True,True,15.99,10.2,120,588817.0,0.377,49.95,72.66,12.58,47,0.46,Poor,3,Low,37,138952.0,False,Elevated,2694.86,0,0.0
MA,2020,1955.0,0,700.0,Frame,8,418897.0,1000,Urban,1,False,False,21.03,8.18,120,270838.0,1.334,48.01,76.65,3.86,70,4.73,Excellent,0,Moderate,6,148059.0,True,Moderate,1554.51,0,0.0
GA,1976,1767.0,0,739.0,Frame,8,401119.0,1000,Suburban,16,True,False,10.58,8.53,120,348734.0,0.302,28.56,77.98,1.24,61,1.02,Poor,1,High,50,52385.0,False,Moderate,1613.88,0,0.0
GA,1951,1533.0,0,657.0,Frame,1,459940.0,1000,Suburban,27,True,False,27.68,11.63,120,462601.0,0.258,31.71,34.31,6.14,44,14.96,Poor,1,Low,75,0.0,False,Moderate,1508.79,0,0.0
CO,1996,2218.0,0,682.0,Masonry,3,493399.0,1000,Suburban,22,True,False,18.16,7.24,120,485306.0,0.262,19.74,54.24,0.2,96,6.95,Adequate,3,Low,30,8093.0,False,Low,745.21,0,0.0
FL,1983,1770.0,0,692.0,Frame,5,614270.0,1000,Urban,15,False,False,7.35,0.54,120,358384.0,1.61,29.83,38.66,6.5,81,8.95,Excellent,1,High,43,255886.0,False,Elevated,2200.59,0,0.0
MA,1970,2607.0,0,700.0,Fire Resistive,9,534908.0,1000,Urban,30,True,False,21.09,14.39,120,488497.0,1.077,48.15,41.95,0.1,92,10.89,Poor,0,Low,56,46411.0,True,Elevated,2393.17,0,0.0
LA,2013,3444.0,0,689.0,Fire Resistive,5,854354.0,1000,Rural,10,True,False,17.68,2.94,120,600208.0,0.596,27.54,40.42,5.16,82,5.3,Poor,1,Moderate,13,254146.0,False,Elevated,2486.73,0,0.0
FL,1972,3173.0,0,699.0,Frame,1,537372.0,500,Suburban,29,True,False,34.61,5.56,120,558685.0,0.05,39.74,30.88,4.4,71,14.23,Adequate,2,Low,54,0.0,False,Elevated,2192.29,0,0.0
CA,1956,800.0,0,700.0,Frame,10,158599.0,5000,Suburban,26,False,True,16.49,10.96,120,122139.0,3.798,38.27,37.44,0.69,47,4.33,Adequate,2,Moderate,70,36460.0,True,Low,745.5,0,0.0
MA,2006,2835.0,0,700.0,Masonry,4,695472.0,500,Urban,4,True,True,9.1,2.97,120,515693.0,1.114,37.37,26.07,4.57,59,0.26,Excellent,0,Low,20,179779.0,True,Moderate,1495.72,0,0.0
TX,2004,3030.0,0,850.0,Masonry,9,476047.0,1000,Suburban,19,False,False,38.0,29.45,120,452801.0,1.913,46.37,34.89,1.21,73,0.56,Poor,2,Moderate,22,23246.0,False,Moderate,1549.83,0,0.0
Other,2005,1858.0,1,684.0,Masonry,7,378791.0,5000,Suburban,26,False,False,6.77,3.12,30,304292.0,0.679,20.18,27.44,7.1,99,0.26,Excellent,1,High,21,74499.0,False,Low,959.77,0,0.0
TX,1966,1903.0,1,698.0,Frame,3,369644.0,5000,Rural,21,False,False,21.09,17.09,18,254533.0,0.398,57.28,95.66,2.66,41,19.55,Adequate,1,Low,60,115111.0,False,Moderate,1695.57,0,0.0
CA,1997,2833.0,0,700.0,Frame,6,470027.0,1000,Rural,8,False,False,32.13,20.16,120,567213.0,0.527,23.94,27.19,0.83,50,2.65,Poor,2,Low,29,0.0,True,Moderate,1815.11,0,0.0
WA,1961,2407.0,0,790.0,Masonry,3,385128.0,2000,Urban,29,False,False,9.55,41.72,120,377170.0,0.371,40.24,29.55,9.07,55,27.5,Adequate,0,Low,65,7958.0,False,Moderate,1239.84,0,0.0
TX,1999,3263.0,0,649.0,Frame,5,860232.0,1000,Rural,6,False,True,28.81,0.34,120,593800.0,2.22,15.49,50.23,3.45,50,14.17,Adequate,3,Low,27,266432.0,False,High,6850.48,0,0.0
TX,2020,2687.0,0,726.0,Frame,9,660795.0,500,Suburban,1,True,False,19.65,0.13,120,501087.0,1.31,18.02,17.82,5.92,80,20.42,Adequate,5,Low,6,159708.0,False,Moderate,1575.18,0,0.0
OK,2013,1521.0,0,761.0,Frame,9,221565.0,2000,Suburban,6,True,True,26.44,9.67,120,295629.0,0.54,13.26,100.0,10.47,84,8.69,Poor,3,Low,13,0.0,False,Low,976.2,0,0.0
GA,2018,2380.0,0,682.0,Masonry,8,428684.0,1000,Rural,8,False,False,17.9,1.73,120,308287.0,0.471,7.55,56.62,1.87,89,31.02,Adequate,4,High,8,120397.0,False,Moderate,1350.44,0,0.0
TX,1960,1425.0,0,723.0,Frame,7,361432.0,1000,Rural,14,True,False,11.0,35.13,120,176509.0,2.406,50.21,37.43,19.27,33,0.02,Poor,3,Low,66,184923.0,False,Moderate,1489.91,0,0.0
FL,1991,1694.0,0,718.0,Fire Resistive,4,303823.0,500,Urban,26,False,False,0.72,15.79,120,260345.0,0.7,57.39,55.72,1.46,94,11.67,Adequate,0,Low,35,43478.0,False,Low,640.96,0,0.0
MA,1969,1591.0,0,700.0,Frame,5,291403.0,2000,Suburban,26,False,False,13.05,0.26,120,300358.0,2.197,21.53,20.07,5.8,75,5.69,Adequate,0,Low,57,0.0,True,Low,863.75,0,0.0
Other,1955,1935.0,1,676.0,Frame,6,474316.0,1000,Suburban,29,False,False,3.77,23.29,24,357807.0,3.398,27.63,63.49,1.33,62,12.34,Adequate,2,Low,71,116509.0,False,Elevated,3421.23,1,55962.17
NY,1980,2655.0,0,760.0,Frame,6,407632.0,5000,Urban,8,False,False,5.6,5.9,120,555314.0,1.785,23.49,46.32,3.93,36,3.41,Adequate,0,Low,46,0.0,False,Moderate,1313.87,0,0.0
CA,2001,1868.0,0,700.0,Frame,8,434243.0,1000,Suburban,4,True,False,19.62,28.68,120,373477.0,2.864,61.16,43.09,16.35,62,1.39,Poor,1,Low,25,60766.0,True,Moderate,1702.47,0,0.0
CA,1962,2393.0,0,700.0,Frame,6,737178.0,1000,Suburban,12,True,False,29.32,23.85,120,525174.0,0.843,48.43,53.71,7.91,36,3.92,Poor,0,Low,64,212004.0,True,High,3585.83,1,35570.4
TX,1956,2610.0,0,730.0,Masonry,2,686241.0,1000,Suburban,27,True,True,7.73,4.09,120,447628.0,0.075,11.21,44.99,14.46,43,4.49,Adequate,2,Moderate,70,238613.0,False,Low,762.41,0,0.0
CA,1961,2477.0,0,700.0,Masonry,7,535768.0,1000,Rural,24,True,False,24.34,13.16,120,456653.0,1.653,31.19,47.28,3.74,43,0.35,Poor,0,High,65,79115.0,True,Moderate,1708.59,0,0.0
LA,1960,1887.0,0,677.0,Masonry,3,457276.0,1000,Suburban,24,False,False,27.74,0.22,120,478099.0,0.27,25.4,32.49,9.13,64,1.84,Poor,1,Low,66,0.0,False,Low,887.35,0,0.0
CA,2013,1713.0,1,700.0,Frame,5,377284.0,1000,Urban,3,True,False,21.12,10.73,11,358238.0,0.126,23.32,29.39,1.55,82,5.79,Poor,1,Low,13,19046.0,True,Moderate,1172.63,0,0.0
NY,1963,2315.0,1,566.0,Frame,9,613875.0,500,Rural,16,True,True,35.74,24.63,5,450305.0,2.248,14.68,17.41,0.7,40,14.06,Adequate,2,Moderate,63,163570.0,False,High,8853.54,0,0.0
LA,1959,2895.0,1,760.0,Frame,6,1099512.0,1000,Suburban,27,True,False,14.66,0.64,22,542264.0,0.821,8.82,22.7,1.18,66,0.85,Adequate,0,High,67,557248.0,False,High,5385.82,0,0.0
CO,2015,2887.0,0,726.0,Frame,4,377589.0,1000,Rural,2,False,False,26.54,20.83,120,413305.0,0.601,40.88,39.53,0.27,39,17.94,Excellent,2,Low,11,0.0,False,Low,809.17,0,0.0
TX,1975,1510.0,0,616.0,Masonry,4,173966.0,1000,Suburban,19,False,True,21.15,0.99,120,335764.0,0.585,36.02,61.34,3.43,59,1.08,Excellent,3,High,51,0.0,False,Low,516.51,0,0.0
WA,2015,1850.0,0,740.0,Fire Resistive,5,408991.0,500,Urban,3,False,False,10.04,48.48,120,371734.0,0.235,36.31,33.65,1.61,81,8.02,Poor,0,High,11,37257.0,False,Moderate,1023.54,0,0.0
LA,2021,850.0,1,758.0,Frame,4,261522.0,1000,Suburban,5,False,False,18.79,11.47,11,213765.0,0.792,19.05,66.7,0.13,100,15.4,Excellent,0,Low,5,47757.0,False,Low,825.19,0,0.0
MA,2009,2143.0,2,700.0,Frame,10,423083.0,2000,Urban,14,False,True,23.23,0.39,7,337712.0,0.732,35.68,58.87,2.36,91,11.23,Adequate,1,Low,17,85371.0,True,Elevated,2352.79,0,0.0
CA,1951,1818.0,0,700.0,Fire Resistive,6,579289.0,1000,Suburban,25,False,False,10.16,68.89,120,317862.0,0.328,47.69,34.59,0.83,32,3.27,Adequate,0,Moderate,75,261427.0,True,Elevated,2908.78,0,0.0
CA,1984,2767.0,0,700.0,Frame,6,479561.0,1000,Suburban,19,False,False,10.08,8.12,120,455540.0,0.253,0.53,54.61,3.61,55,9.46,Excellent,2,Low,42,24021.0,True,Moderate,1498.91,0,0.0
Other,1983,2446.0,1,656.0,Frame,2,652318.0,1000,Rural,20,False,False,32.13,24.79,4,420799.0,0.463,2.4,29.3,0.25,76,10.73,Adequate,0,Low,43,231519.0,False,High,5309.2,1,32345.23
FL,1953,2546.0,2,758.0,Fire Resistive,2,744732.0,2000,Suburban,23,False,False,28.74,30.04,16,499590.0,0.485,13.37,57.08,23.55,34,8.66,Excellent,0,Low,73,245142.0,False,High,4824.3,0,0.0
FL,1956,2677.0,0,605.0,Frame,2,713049.0,1000,Rural,21,True,False,31.26,5.31,120,480842.0,0.332,11.45,46.04,23.53,34,11.89,Poor,1,Moderate,70,232207.0,False,High,4266.17,0,0.0
NY,2011,2712.0,0,751.0,Frame,2,618819.0,1000,Urban,16,True,False,22.84,4.12,120,562264.0,0.943,19.4,58.38,2.0,97,5.44,Adequate,0,Low,15,56555.0,False,Moderate,1411.13,0,0.0
LA,2010,1526.0,0,433.0,Frame,4,298652.0,1000,Suburban,16,False,True,15.64,4.01,120,286014.0,1.261,33.77,71.01,11.27,97,5.83,Adequate,3,Low,16,12638.0,False,Low,757.27,0,0.0
Other,2021,1906.0,1,695.0,Frame,7,360279.0,1000,Suburban,2,False,False,22.09,1.67,20,360415.0,0.397,14.46,40.34,1.56,93,1.71,Excellent,0,Moderate,5,0.0,False,Low,759.82,0,0.0
TX,1951,1631.0,0,727.0,Fire Resistive,2,344311.0,1000,Rural,27,False,False,15.13,26.09,120,379919.0,0.291,29.31,71.6,1.17,39,4.48,Adequate,1,Low,75,0.0,False,Low,972.86,0,0.0
Other,1951,3113.0,0,795.0,Frame,1,675055.0,2000,Urban,29,True,False,24.7,26.1,120,702858.0,0.399,32.62,59.49,1.49,37,12.97,Adequate,1,Low,75,0.0,False,Elevated,2316.15,0,0.0
CA,2007,2404.0,0,700.0,Fire Resistive,8,603333.0,1000,Urban,18,True,True,6.73,17.28,120,410630.0,0.764,27.13,25.02,0.62,96,6.98,Poor,0,Low,19,192703.0,True,Moderate,1154.51,0,0.0
CO,1997,3122.0,0,724.0,Fire Resistive,1,533597.0,500,Rural,14,False,False,13.68,66.01,120,527671.0,0.251,57.3,23.76,2.34,57,37.19,Excellent,1,Low,29,5926.0,False,Moderate,1230.73,0,0.0
OK,1963,2723.0,0,732.0,Frame,8,694061.0,1000,Rural,26,False,False,31.21,9.18,120,515618.0,0.706,24.7,79.6,0.29,58,2.18,Poor,5,Low,63,178443.0,False,High,8584.77,0,0.0
CA,1976,2469.0,0,700.0,Frame,7,475104.0,5000,Suburban,16,True,False,6.15,24.26,120,264335.0,0.951,21.02,30.95,0.72,36,9.93,Excellent,0,Low,50,210769.0,True,Elevated,2038.44,1,50331.16
CA,1993,2924.0,0,700.0,Frame,8,602772.0,1000,Suburban,25,True,True,3.36,12.08,120,422144.0,0.552,27.91,42.45,0.02,84,37.1,Poor,0,Low,33,180628.0,True,Moderate,1367.7,0,0.0
NY,1957,2176.0,1,593.0,Masonry,2,558166.0,5000,Rural,25,False,False,9.88,40.18,13,536430.0,0.444,20.35,19.13,10.54,57,9.02,Adequate,2,Low,69,21736.0,False,Moderate,1731.2,0,0.0
Other,1951,2153.0,0,611.0,Frame,8,549163.0,2000,Urban,29,False,False,24.75,7.95,120,442295.0,0.558,35.41,26.34,2.98,42,6.5,Adequate,2,Low,75,106868.0,False,High,6403.25,1,7413.28
OK,2014,1997.0,0,763.0,Masonry,9,260065.0,1000,Suburban,1,True,True,7.87,0.09,120,349046.0,0.53,54.1,44.35,0.27,35,0.81,Poor,3,Low,12,0.0,False,Low,623.88,0,0.0
Other,2001,2589.0,0,736.0,Masonry,4,462884.0,1000,Urban,14,False,False,18.63,21.1,120,356571.0,1.412,40.69,45.04,0.66,64,5.13,Adequate,1,Low,25,106313.0,False,Moderate,1383.19,0,0.0
WA,1970,2279.0,0,723.0,Frame,3,434955.0,1000,Suburban,27,True,False,21.52,56.84,120,404530.0,0.549,31.36,53.52,1.13,72,31.01,Excellent,0,High,56,30425.0,False,Moderate,1633.02,0,0.0
NY,1987,1707.0,0,684.0,Frame,10,373658.0,1000,Urban,15,True,False,15.07,0.28,120,340051.0,2.455,32.79,100.0,1.13,75,13.27,Adequate,1,Low,39,33607.0,False,Moderate,1793.88,0,0.0
MA,1981,2866.0,0,700.0,Masonry,2,522527.0,2000,Suburban,19,False,False,27.1,4.95,120,498515.0,0.72,24.0,39.79,5.44,53,8.29,Poor,2,Moderate,45,24012.0,True,Moderate,1572.2,0,0.0
CA,1967,1404.0,0,700.0,Frame,4,291999.0,5000,Urban,16,False,False,6.4,16.73,120,208113.0,0.299,5.46,46.04,2.14,40,3.67,Excellent,0,Low,59,83886.0,True,Low,927.6,0,0.0
